name,url
centos70,http://mirrors.aliyun.com/centos/7.0.1406/
centos71,http://mirrors.aliyun.com/centos/7.1.1503/
centos72,http://mirrors.aliyun.com/centos/7.2.1511/
centos7,http://pub.mirrors.aliyun.com/centos/7/
